lPsD10PP4rgUGiGR4CCXA6iY0QQ,False,527774
6KErczPBROQty7QoIsaa6wJYXZi,False,587807
dWSnsAGTfc8U27bWsy2RfwZs0Bs,False,587996
fFRq98cW9lTo6di2o4lK1qUAWaN,False,793723
8UlWHLMpgZm9bx6QYh0NFoq67TZ,False,464052
1UCOF11QCw8kcqvce8LKOO6pimh,False,458576
nWBPLkqNApY5pgrJFMiI9joSI30,False,484718
lykPQ7lgrLJPwLlSyetVXsl2wDf,False,581389
c7VlGCCgM9GZivKSzBgzuOVxQn7,False,602269
6XYLiMxHAaCsoyrVo38LBWMw2p8,False,775996
xZ2KER2gOHbuHP2GJoODuXDSZCb,False,649087
13B6onhL6FzSN2KaNeQeMML05pS,False,651571
kiX7UYfOpYrMFSAGbI6j1pFkLzQ,False,613504
95S6PinQIvVe4uJAd82a2iGZ0rA,True,522444
eLT8Cu357VOwBVTitkmlDEg32Fs,False,590706
vYvppZMvXYheYTWVd8Rnn9nsmNp,False,604822
2W4ZvACURDyhiNnSIaFPHfNbny3,False,560144
tnAuB8q5vv7Ax9UAEje5Xi4BXik,False,791373
4U1SBHmwHkNA0eHZ2n1CuiC1K1g,True,630586
kIHgjAkuzvKBnmdstpBOo4AfZah,False,755812
h4VB6m0RwcicVEZvzftYZyKXs6K,False,495764
zoeKREZ2IdAUnXISYCS0E6H5BVh,False,581387
hm58Jw4Lw8OIeECIq5qyPYhAeRJ,False,508442
4VlXER3FImHeFuUjBShFamhIp9M,False,664767
tbVZ3Sq88dZaCANlUcewQuHQOaE,False,529203
pgqgaUx1cJb5oZQQ5v0tNARCeBp,False,399566
qzA87Wf4jo1h8JMk9GilyIYvwsA,False,539885
zeD4PabP6099gpE0STWJrJrCBCs,False,553604
sCoG0ibohbPrnyomtzegSuBL40L,False,682254
k68nPLbIST6NP96JmTxmZijEvCA,False,577922
wB8qqLIaYDkYEnjbS5hAJiTuYU6,True,607383
kBKKXVbVwIP81u8Bnhguux48Sdn,True,786300
y95lQLnuNKdPAzw9F9Ab8kJ80c3,False,38700
2VrvxK4yxNCU6KVgo5TADJeBEQu,False,520946
udDclJoHjfjb8Ekgsd4FDteOkCU,False,475557
3eg0kGC2Xh0vhydJHO37Sp4cmMt,False,531499
b2shaNA4F8zNIwoRYr33lPTiFfl,True,599281
syobJCxZcIJl0OpjNroZSQKa1kW,False,621876
8oiV8GtBG7GDJa3ejvxZzJnBgff,False,595813
6ssoBXQOxNhrsGJoM6Tcvm57V79,False,631939
tTWl37oAYRXS3D5mEHmjveXXyrN,False,644092
h7dZpJDORYs5c56dydbrLFkEXpE,True,723072
pklyUbh4k1DbHdnsOMASyw7C6NH,False,737568
qs6gz6atyQcAvqC6qZaslOjliUG,False,666750
q1MNlZYqhoD4U7sd7pjxD6SUf4z,False,621013
mzOHg7Q5q9yUmY0b9Esu8Qe6Nnm,False,373571
1S21HpcKY6uQ9UAw68aICmrJaq6,False,615677
qRyy2UmjC5ur9bDi3kpNNRCc5nc,False,384018
8WUVHemHFH2ZIP6NWkwlHWsyrEL,False,338762
8jDvtdH327I8TgX3UPdkAsZF1dA,False,582306
jDwZavHo99JtGsCyRzp4epeeBHx,False,283566
wlfDxbGEsW58vGhFljKkcR5IxDj,False,545609
b1C0FuXp4wiPmHLVKq4kwtDMgK6,True,531219
pwDvkDyaHEU9V7cApQhbcSJMG1w,False,544401
7WsyChQLEftFiDOVTGkv3hFpyyt,False,299536
jlJ8nDhMhCYJuzOw3f52CP1W8MW,False,400160
eIxLHFMAsdbZGZws0duowTa4N6k,False,765169
izGX7npHEopDQvngYcxMJEfcFbj,False,461130
ulzhLuWrPK07P1YkdWQLZnQh1JL,False,299534
jyw8VKYEiM1UDzPB7NsisUgBeJ8,False,512200
eLevjJ3Yg279mMPWuYGYRhbJBbq,False,596247
zGVbrulkupqpbwgiNedkJPyQum4,False,592350
svHelD0Hb3TXPAQoPsoBwdDMTvf,False,741228
vDkct38sSFSWJIATlfJw0l3QOIR,False,20982
g7Bxg2j7nbCpKo7U0j1jwU79XPY,True,675490
1rlgIzw129hEl46bFaJZ7wpEEZZ,True,714277
4q2NNj4S5dG2RLF9CpXsej7yXl,False,429617
g8ZyfUC0THygJkVoO2J7NxsdPI5,False,749618
aKx1ARwG55zZ0GpRvU2WrGrCG9o,False,337401
lnWkyG3LLgbbrIEeyl5mK5VRFe4,False,509967
j64CnpmbaKB90Cpprk5hM9kHyJI,False,506281
2uNW4WbgBXL25BAbXGLnLqX71Sw,False,335983
gKnhEsjNefpKnUdAkn7INzIFLSu,False,601666
rejrD9ovTHJbfmpLM0mbEliEPV6,False,638597
uDhnTtSxU5a8DtZdbbin3aZmkmU,False,732450
hCR2i9rK6P4VHMfFw2MT5jDGJcN,False,662334
hPBJckYsL1UOsz44InZ2wYJyJTy,False,778730
aLBo1Ca9PggcWY98ItW5ZkdxTuA,False,583689
gzlbb3yeVISpQ3REd3Ga1scWGTU,True,443791
fYQCgVRsQTEfUrP7cW5iAFVYOlh,False,581032
ppqef9A3tg3PJiIA82gTiA7n9Fi,False,700995
7UWGSwb2gCfa4fALc50QCMVPPDE,False,439213
23S0NEXXOMhhXhF566Pw5sx7hnZ,False,659067
vqzNJRH4YyquRiWxCCOH0aXggHI,False,290859
suORidtGKPO6tWwNqiwGvNo85z3,False,565743
AtsgWhDnHTq68L0lLsUrCnM7TjG,False,299537
mcOuxJptI7UsL4XYwajSieNrkYc,False,687149
xZNw9xxtwbEf25NYoz52KdbXHPM,True,340102
7S9RvfMBWSTlUZ4VbxDY7oLeenk,True,581392
wLRZbtrbV51oQuvqNeK6vhb6btV,False,489245
ziEuG1essDuWuC5lpWUaw1uXY2O,False,458156
fePczipv6ZzDO2uoww4vTAu2Sq3,False,581600
eAUzmhP54bE1vPXaY7FbuZREJlR,True,594718
cmC7bJZ5sCzx9ZsrlXOrYJfYtLc,False,611914
qHcn3PbjVHxBweDZxWpYH3JfugS,False,743439
hddzYJtfYYeMDOQVcH58n8m1W3A,False,741074
eifGNCSDuxJeS1loAXil5bIGgvC,False,141052
db32LaOibwEliAmSL2jjDF6oDdj,False,181812
zdkJs9j6yKo9di0kjtctM01fSMv,False,614409
xKCtoYHUyX8zAg68eemnYa2orep,False,632632
8m5HTXzwewlfXhtZtLlLts53YTW,True,575088
uTALxjQU8e1lhmNjP9nnJ3t2pRU,False,453405
8YZiA1o264dk0cr1USyMdph6SZl,False,9602
1cSHEKYYP8Dpi4o1iBVd4U75FYt,False,578189
gItrnbEbMBbUrdIkFz8kgS2gkt,False,505225
k8Q9ulyRE8fkvZMkAM9LPYMKctb,False,618353
8F9xUvb1JMWUMkFV2Yq3aiueAbq,True,595149
xRWht48C2V8XNfzvPehyClOvDni,False,399579
u3B2YKUjWABcxXZ6Nm9h10hLUbh,False,537915
wy0Xs5mGtD92PyKvsl0lxzbzscG,False,531299
bkuuvDoPkOJpg0ZDzHkUWt8ZG5A,False,571785
n9OzZmPMnVrV0cMQ7amX0DtBkQH,True,509635
1kzUhxh9waTvbV4yW1fU1TaaC1z,False,725649
kZv92eTc0Gg3mKxqjjDAM73z9cy,False,320288
yF45egpHwaYLn4jTyZAgk0Cmug9,False,635302
xNcjlHPRNoqbpaYis0Y3zX4Hq0x,False,447362
xqECHNvzbDL5I3iiOVUkVPJMSbc,True,345940
bAQ8O5Uw6FedtlCbJTutenzPVKd,False,317442
1k6iwC4KaPvTBt1JuaqXy3noZRY,False,347201
kTQ3J8oTTKofAVLYnds2cHUz9KO,False,522938
3ynPnBXQVT2Y0s19fDIPlWKUlxH,True,587496
iIgr75GoqFxe1X5Wz9siOODGe9u,False,583406
